frame,track_id,label,xtl,ytl,xbr,ybr,outside,occluded,keyframe,z_order,source
2414,4,motorcycle,883.24,712.01,905.25,744.38,0,0,0,0,manual
2415,3,motorcycle,1087.21,516.13,1113.11,551.1,0,0,0,0,manual
2415,4,motorcycle,882.78,711.46,904.79,743.83,0,0,0,0,manual
2416,3,motorcycle,1088.71,515.45,1114.61,550.42,0,0,0,0,manual
2416,4,motorcycle,882.32,710.91,904.33,743.28,0,0,0,0,manual
2417,3,motorcycle,1090.21,514.78,1116.11,549.75,0,0,0,0,manual
2417,4,motorcycle,881.86,710.36,903.87,742.73,0,0,0,0,manual
2418,3,motorcycle,1091.72,514.11,1117.62,549.08,0,0,0,0,manual
2418,4,motorcycle,881.4,709.82,903.41,742.19,0,0,0,0,manual
2419,3,motorcycle,1093.22,513.43,1119.12,548.4,0,0,0,0,manual
2419,4,motorcycle,880.94,709.27,902.95,741.64,0,0,0,0,manual
2420,3,motorcycle,1094.72,512.76,1120.62,547.73,0,0,1,0,manual
2420,4,motorcycle,880.48,708.72,902.49,741.09,0,0,0,0,manual
2421,3,motorcycle,1096.6,512.6,1122.5,547.57,0,0,0,0,manual
2421,4,motorcycle,880.02,708.17,902.03,740.54,0,0,0,0,manual
2422,3,motorcycle,1098.48,512.44,1124.38,547.41,0,0,0,0,manual
2422,4,motorcycle,879.56,707.62,901.57,739.99,0,0,0,0,manual
2423,3,motorcycle,1100.35,512.27,1126.25,547.24,0,0,0,0,manual
2423,4,motorcycle,879.1,707.08,901.11,739.45,0,0,0,0,manual
2424,3,motorcycle,1102.23,512.11,1128.13,547.08,0,0,0,0,manual
2424,4,motorcycle,878.64,706.53,900.65,738.9,0,0,0,0,manual
2425,3,motorcycle,1104.11,511.95,1130.01,546.92,0,0,0,0,manual
2425,4,motorcycle,878.18,705.98,900.19,738.35,0,0,0,0,manual
2426,3,motorcycle,1105.99,511.79,1131.89,546.76,0,0,0,0,manual
2426,4,motorcycle,877.72,705.43,899.73,737.8,0,0,0,0,manual
2427,3,motorcycle,1107.86,511.63,1133.76,546.6,0,0,0,0,manual
2427,4,motorcycle,877.26,704.88,899.27,737.25,0,0,0,0,manual
2428,3,motorcycle,1109.74,511.47,1135.64,546.43,0,0,0,0,manual
2428,4,motorcycle,876.8,704.34,898.81,736.71,0,0,0,0,manual
2429,3,motorcycle,1111.62,511.3,1137.52,546.27,0,0,0,0,manual
2429,4,motorcycle,876.34,703.79,898.35,736.16,0,0,0,0,manual
2430,3,motorcycle,1113.5,511.14,1139.4,546.11,0,0,0,0,manual
2430,4,motorcycle,875.88,703.24,897.89,735.61,0,0,0,0,manual
2431,3,motorcycle,1115.38,510.98,1141.28,545.95,0,0,0,0,manual
2431,4,motorcycle,875.42,702.69,897.43,735.06,0,0,0,0,manual
2432,3,motorcycle,1117.25,510.82,1143.15,545.79,0,0,0,0,manual
2432,4,motorcycle,874.96,702.14,896.97,734.51,0,0,0,0,manual
2433,3,motorcycle,1119.13,510.66,1145.03,545.62,0,0,0,0,manual
2433,4,motorcycle,874.5,701.6,896.51,733.97,0,0,0,0,manual
2434,3,motorcycle,1121.01,510.5,1146.91,545.46,0,0,0,0,manual
2434,4,motorcycle,874.04,701.05,896.05,733.42,0,0,0,0,manual
2435,3,motorcycle,1122.89,510.33,1148.79,545.3,0,0,0,0,manual
2435,4,motorcycle,873.58,700.5,895.59,732.87,0,0,0,0,manual
2436,3,motorcycle,1124.76,510.17,1150.66,545.14,0,0,0,0,manual
2436,4,motorcycle,873.12,699.95,895.13,732.32,0,0,0,0,manual
2437,3,motorcycle,1126.64,510.01,1152.54,544.98,0,0,0,0,manual
2437,4,motorcycle,872.66,699.4,894.67,731.77,0,0,0,0,manual
2438,3,motorcycle,1128.52,509.85,1154.42,544.81,0,0,0,0,manual
2438,4,motorcycle,872.2,698.86,894.21,731.23,0,0,0,0,manual
2439,3,motorcycle,1130.4,509.69,1156.3,544.65,0,0,0,0,manual
2439,4,motorcycle,871.74,698.31,893.75,730.68,0,0,0,0,manual
2440,3,motorcycle,1132.28,509.52,1158.17,544.49,0,0,0,0,manual
2440,4,motorcycle,871.28,697.76,893.29,730.13,0,0,0,0,manual
2441,3,motorcycle,1134.15,509.36,1160.05,544.33,0,0,0,0,manual
2441,4,motorcycle,870.82,697.21,892.83,729.58,0,0,0,0,manual
2442,3,motorcycle,1136.03,509.2,1161.93,544.17,0,0,0,0,manual
2442,4,motorcycle,870.36,696.66,892.37,729.03,0,0,0,0,manual
2443,3,motorcycle,1137.91,509.04,1163.81,544.0,0,0,0,0,manual
2443,4,motorcycle,869.9,696.12,891.91,728.49,0,0,0,0,manual
2444,3,motorcycle,1139.79,508.88,1165.69,543.84,0,0,0,0,manual
2444,4,motorcycle,869.44,695.57,891.45,727.94,0,0,0,0,manual
2445,3,motorcycle,1141.66,508.72,1167.56,543.68,0,0,0,0,manual
2445,4,motorcycle,868.99,695.02,891.0,727.39,0,0,0,0,manual
2446,3,motorcycle,1143.54,508.55,1169.44,543.52,0,0,0,0,manual
2446,4,motorcycle,868.53,694.47,890.54,726.84,0,0,0,0,manual
2447,3,motorcycle,1145.42,508.39,1171.32,543.36,0,0,0,0,manual
2447,4,motorcycle,868.07,693.92,890.08,726.29,0,0,0,0,manual
2448,3,motorcycle,1147.3,508.23,1173.2,543.19,0,0,0,0,manual
2448,4,motorcycle,867.61,693.38,889.62,725.75,0,0,0,0,manual
2449,3,motorcycle,1149.17,508.07,1175.07,543.03,0,0,0,0,manual
2449,4,motorcycle,867.15,692.83,889.16,725.2,0,0,0,0,manual
2450,3,motorcycle,1151.05,507.91,1176.95,542.87,0,0,0,0,manual
2450,4,motorcycle,866.69,692.28,888.7,724.65,0,0,0,0,manual
2451,3,motorcycle,1152.93,507.75,1178.83,542.71,0,0,0,0,manual
2451,4,motorcycle,866.23,691.73,888.24,724.1,0,0,0,0,manual
2452,3,motorcycle,1154.81,507.58,1180.71,542.55,0,0,0,0,manual
2452,4,motorcycle,865.77,691.18,887.78,723.55,0,0,0,0,manual
2453,3,motorcycle,1156.69,507.42,1182.59,542.38,0,0,0,0,manual
2453,4,motorcycle,865.31,690.64,887.32,723.01,0,0,1,0,manual
2454,3,motorcycle,1158.56,507.26,1184.46,542.22,0,0,0,0,manual
2454,4,motorcycle,864.88,690.32,886.89,722.69,0,0,0,0,manual
2455,3,motorcycle,1160.44,507.1,1186.34,542.06,0,0,0,0,manual
2455,4,motorcycle,864.46,690.0,886.47,722.37,0,0,0,0,manual
2456,3,motorcycle,1162.32,506.94,1188.22,541.9,0,0,0,0,manual
2456,4,motorcycle,864.04,689.68,886.05,722.05,0,0,0,0,manual
2457,3,motorcycle,1164.2,506.78,1190.1,541.74,0,0,0,0,manual
2457,4,motorcycle,863.62,689.36,885.63,721.73,0,0,0,0,manual
2458,3,motorcycle,1166.07,506.61,1191.97,541.57,0,0,0,0,manual
2458,4,motorcycle,863.2,689.04,885.21,721.41,0,0,0,0,manual
2459,3,motorcycle,1167.95,506.45,1193.85,541.41,0,0,0,0,manual
2459,4,motorcycle,862.78,688.72,884.79,721.09,0,0,0,0,manual
2460,3,motorcycle,1169.83,506.29,1195.73,541.25,0,0,1,0,manual
2460,4,motorcycle,862.35,688.4,884.36,720.77,0,0,0,0,manual
2461,3,motorcycle,1171.99,506.36,1197.89,541.32,0,0,0,0,manual
2461,4,motorcycle,861.93,688.08,883.94,720.45,0,0,0,0,manual
2462,3,motorcycle,1174.16,506.44,1200.06,541.4,0,0,0,0,manual
2462,4,motorcycle,861.51,687.76,883.52,720.13,0,0,0,0,manual
2463,3,motorcycle,1176.32,506.51,1202.22,541.47,0,0,0,0,manual
2463,4,motorcycle,861.09,687.44,883.1,719.81,0,0,0,0,manual
2464,3,motorcycle,1178.49,506.59,1204.39,541.55,0,0,0,0,manual
2464,4,motorcycle,860.67,687.12,882.68,719.49,0,0,0,0,manual
2465,3,motorcycle,1180.65,506.66,1206.55,541.62,0,0,0,0,manual
2465,4,motorcycle,860.25,686.81,882.26,719.18,0,0,0,0,manual
2466,3,motorcycle,1182.82,506.73,1208.72,541.69,0,0,0,0,manual
2466,4,motorcycle,859.82,686.49,881.83,718.86,0,0,0,0,manual
2467,3,motorcycle,1184.98,506.81,1210.88,541.77,0,0,0,0,manual
2467,4,motorcycle,859.4,686.17,881.41,718.54,0,0,0,0,manual
2468,3,motorcycle,1187.15,506.88,1213.05,541.84,0,0,0,0,manual
2468,4,motorcycle,858.98,685.85,880.99,718.22,0,0,0,0,manual
2469,3,motorcycle,1189.31,506.96,1215.21,541.92,0,0,0,0,manual
2469,4,motorcycle,858.56,685.53,880.57,717.9,0,0,0,0,manual
2470,3,motorcycle,1191.47,507.03,1217.37,541.99,0,0,0,0,manual
2470,4,motorcycle,858.14,685.21,880.15,717.58,0,0,0,0,manual
2471,3,motorcycle,1193.64,507.1,1219.54,542.06,0,0,0,0,manual
2471,4,motorcycle,857.72,684.89,879.73,717.26,0,0,0,0,manual
2472,3,motorcycle,1195.8,507.18,1221.7,542.14,0,0,0,0,manual
2472,4,motorcycle,857.29,684.57,879.3,716.94,0,0,0,0,manual
2473,3,motorcycle,1197.97,507.25,1223.87,542.21,0,0,0,0,manual
2473,4,motorcycle,856.87,684.25,878.88,716.62,0,0,0,0,manual
2474,3,motorcycle,1200.13,507.33,1226.03,542.29,0,0,0,0,manual
2474,4,motorcycle,856.45,683.93,878.46,716.3,0,0,0,0,manual
2475,3,motorcycle,1202.3,507.4,1228.2,542.36,0,0,0,0,manual
2475,4,motorcycle,856.03,683.61,878.04,715.98,0,0,0,0,manual
2476,3,motorcycle,1204.46,507.47,1230.36,542.43,0,0,0,0,manual
2476,4,motorcycle,855.61,683.29,877.62,715.66,0,0,0,0,manual
2477,3,motorcycle,1206.63,507.55,1232.53,542.51,0,0,0,0,manual
2477,4,motorcycle,855.19,682.97,877.2,715.34,0,0,0,0,manual
2478,3,motorcycle,1208.79,507.62,1234.69,542.58,0,0,0,0,manual
2478,4,motorcycle,854.76,682.66,876.77,715.03,0,0,0,0,manual
2479,3,motorcycle,1210.95,507.7,1236.85,542.66,0,0,0,0,manual
2479,4,motorcycle,854.34,682.34,876.35,714.71,0,0,0,0,manual
2480,3,motorcycle,1213.12,507.77,1239.02,542.73,0,0,0,0,manual
2480,4,motorcycle,853.92,682.02,875.93,714.39,0,0,0,0,manual
2481,3,motorcycle,1215.28,507.84,1241.18,542.8,0,0,0,0,manual
2481,4,motorcycle,853.5,681.7,875.51,714.07,0,0,0,0,manual
2482,3,motorcycle,1217.45,507.92,1243.35,542.88,0,0,0,0,manual
2482,4,motorcycle,853.08,681.38,875.09,713.75,0,0,0,0,manual
2483,3,motorcycle,1219.61,507.99,1245.51,542.95,0,0,0,0,manual
2483,4,motorcycle,852.66,681.06,874.67,713.43,0,0,0,0,manual
2484,3,motorcycle,1221.78,508.07,1247.68,543.03,0,0,0,0,manual
2484,4,motorcycle,852.23,680.74,874.24,713.11,0,0,0,0,manual
2485,3,motorcycle,1223.94,508.14,1249.84,543.1,0,0,0,0,manual
2485,4,motorcycle,851.81,680.42,873.82,712.79,0,0,0,0,manual
2486,3,motorcycle,1226.11,508.21,1252.01,543.17,0,0,0,0,manual
2486,4,motorcycle,851.39,680.1,873.4,712.47,0,0,0,0,manual
2487,3,motorcycle,1228.27,508.29,1254.17,543.25,0,0,0,0,manual
2487,4,motorcycle,850.97,679.78,872.98,712.15,0,0,0,0,manual
2488,3,motorcycle,1230.43,508.36,1256.33,543.32,0,0,0,0,manual
2488,4,motorcycle,850.55,679.46,872.56,711.83,0,0,0,0,manual
2489,3,motorcycle,1232.6,508.44,1258.5,543.4,0,0,0,0,manual
2489,4,motorcycle,850.13,679.14,872.14,711.51,0,0,0,0,manual
2490,3,motorcycle,1234.76,508.51,1260.66,543.47,0,0,0,0,manual
2490,4,motorcycle,849.7,678.82,871.71,711.19,0,0,0,0,manual
2491,3,motorcycle,1236.93,508.58,1262.83,543.54,0,0,0,0,manual
2491,4,motorcycle,849.28,678.51,871.29,710.88,0,0,0,0,manual
2492,3,motorcycle,1239.09,508.66,1264.99,543.62,0,0,0,0,manual
2492,4,motorcycle,848.86,678.19,870.87,710.56,0,0,0,0,manual
2493,3,motorcycle,1241.26,508.73,1267.16,543.69,0,0,0,0,manual
2493,4,motorcycle,848.44,677.87,870.45,710.24,0,0,0,0,manual
2494,3,motorcycle,1243.42,508.81,1269.32,543.77,0,0,0,0,manual
2494,4,motorcycle,848.02,677.55,870.03,709.92,0,0,0,0,manual
2495,3,motorcycle,1245.59,508.88,1271.49,543.84,0,0,0,0,manual
2495,4,motorcycle,847.6,677.23,869.61,709.6,0,0,0,0,manual
2496,3,motorcycle,1247.75,508.95,1273.65,543.91,0,0,0,0,manual
2496,4,motorcycle,847.17,676.91,869.18,709.28,0,0,0,0,manual
2497,3,motorcycle,1249.91,509.03,1275.81,543.99,0,0,0,0,manual
2497,4,motorcycle,846.75,676.59,868.76,708.96,0,0,0,0,manual
2498,3,motorcycle,1252.08,509.1,1277.98,544.06,0,0,0,0,manual
2498,4,motorcycle,846.33,676.27,868.34,708.64,0,0,0,0,manual
2499,3,motorcycle,1254.24,509.18,1280.14,544.14,0,0,0,0,manual
2499,4,motorcycle,845.91,675.95,867.92,708.32,0,0,0,0,manual
2500,3,motorcycle,1256.41,509.25,1282.31,544.21,0,0,0,0,manual
2500,4,motorcycle,845.49,675.63,867.5,708.0,0,0,0,0,manual
2501,3,motorcycle,1258.57,509.32,1284.47,544.28,0,0,0,0,manual
2501,4,motorcycle,845.07,675.31,867.08,707.68,0,0,0,0,manual
2502,3,motorcycle,1260.74,509.4,1286.64,544.36,0,0,0,0,manual
2502,4,motorcycle,844.64,674.99,866.65,707.36,0,0,0,0,manual
2503,3,motorcycle,1262.9,509.47,1288.8,544.43,0,0,0,0,manual
2503,4,motorcycle,844.22,674.67,866.23,707.04,0,0,0,0,manual
2504,3,motorcycle,1265.06,509.55,1290.96,544.51,0,0,0,0,manual
2504,4,motorcycle,843.8,674.35,865.81,706.72,0,0,0,0,manual
2505,3,motorcycle,1267.23,509.62,1293.13,544.58,0,0,0,0,manual
2505,4,motorcycle,843.38,674.04,865.39,706.41,0,0,0,0,manual
2506,3,motorcycle,1269.39,509.69,1295.29,544.65,0,0,0,0,manual
2506,4,motorcycle,842.96,673.72,864.97,706.09,0,0,0,0,manual
2507,3,motorcycle,1271.56,509.77,1297.46,544.73,0,0,0,0,manual
2507,4,motorcycle,842.54,673.4,864.55,705.77,0,0,0,0,manual
2508,3,motorcycle,1273.72,509.84,1299.62,544.8,0,0,0,0,manual
2508,4,motorcycle,842.11,673.08,864.12,705.45,0,0,0,0,manual
2509,3,motorcycle,1275.89,509.92,1301.79,544.88,0,0,0,0,manual
2509,4,motorcycle,841.69,672.76,863.7,705.13,0,0,0,0,manual
2510,3,motorcycle,1278.05,509.99,1303.95,544.95,0,0,0,0,manual
2510,4,motorcycle,841.27,672.44,863.28,704.81,0,0,0,0,manual
2511,3,motorcycle,1280.22,510.06,1306.12,545.02,0,0,0,0,manual
2511,4,motorcycle,840.85,672.12,862.86,704.49,0,0,1,0,manual
2512,3,motorcycle,1282.38,510.14,1308.28,545.1,0,0,0,0,manual
2512,4,motorcycle,840.28,671.89,862.29,704.26,0,0,0,0,manual
2513,3,motorcycle,1284.54,510.21,1310.44,545.17,0,0,0,0,manual
2513,4,motorcycle,839.7,671.67,861.72,704.04,0,0,0,0,manual
2514,3,motorcycle,1286.71,510.29,1312.61,545.25,0,0,0,0,manual
2514,4,motorcycle,839.13,671.44,861.14,703.81,0,0,0,0,manual
2515,3,motorcycle,1288.87,510.36,1314.77,545.32,0,0,0,0,manual
2515,4,motorcycle,838.56,671.21,860.57,703.58,0,0,0,0,manual
2516,3,motorcycle,1291.04,510.43,1316.94,545.39,0,0,0,0,manual
2516,4,motorcycle,837.99,670.99,860.0,703.36,0,0,0,0,manual
2517,3,motorcycle,1293.2,510.51,1319.1,545.47,0,0,0,0,manual
2517,4,motorcycle,837.41,670.76,859.43,703.13,0,0,0,0,manual
2518,3,motorcycle,1295.37,510.58,1321.27,545.54,0,0,0,0,manual
2518,4,motorcycle,836.84,670.53,858.85,702.9,0,0,0,0,manual
2519,3,motorcycle,1297.53,510.66,1323.43,545.62,0,0,0,0,manual
2519,4,motorcycle,836.27,670.31,858.28,702.68,0,0,0,0,manual
2520,3,motorcycle,1299.7,510.73,1325.6,545.69,0,0,0,0,manual
2520,4,motorcycle,835.7,670.08,857.71,702.45,0,0,0,0,manual
2521,3,motorcycle,1301.86,510.8,1327.76,545.76,0,0,0,0,manual
2521,4,motorcycle,835.12,669.85,857.14,702.22,0,0,0,0,manual
2522,3,motorcycle,1304.02,510.88,1329.92,545.84,0,0,0,0,manual
2522,4,motorcycle,834.55,669.63,856.56,702.0,0,0,0,0,manual
2523,3,motorcycle,1306.19,510.95,1332.09,545.91,0,0,0,0,manual
2523,4,motorcycle,833.98,669.4,855.99,701.77,0,0,0,0,manual
2524,3,motorcycle,1308.35,511.03,1334.25,545.99,0,0,0,0,manual
2524,4,motorcycle,833.41,669.17,855.42,701.54,0,0,0,0,manual
2525,3,motorcycle,1310.52,511.1,1336.42,546.06,0,0,0,0,manual
2525,4,motorcycle,832.83,668.95,854.85,701.32,0,0,0,0,manual
2526,3,motorcycle,1312.68,511.17,1338.58,546.13,0,0,0,0,manual
2526,4,motorcycle,832.26,668.72,854.27,701.09,0,0,0,0,manual
2527,3,motorcycle,1314.85,511.25,1340.75,546.21,0,0,0,0,manual
2527,4,motorcycle,831.69,668.49,853.7,700.86,0,0,0,0,manual
2528,3,motorcycle,1317.01,511.32,1342.91,546.28,0,0,0,0,manual
2528,4,motorcycle,831.12,668.27,853.13,700.64,0,0,0,0,manual
2529,3,motorcycle,1319.18,511.4,1345.08,546.36,0,0,0,0,manual
2529,4,motorcycle,830.54,668.04,852.56,700.41,0,0,0,0,manual
2530,3,motorcycle,1321.34,511.47,1347.24,546.43,0,0,1,0,manual
2530,4,motorcycle,829.97,667.81,851.98,700.18,0,0,0,0,manual
2531,3,motorcycle,1323.71,511.56,1349.61,546.52,0,0,0,0,manual
2531,4,motorcycle,829.4,667.59,851.41,699.96,0,0,0,0,manual
2532,3,motorcycle,1326.09,511.64,1351.99,546.6,0,0,0,0,manual
2532,4,motorcycle,828.83,667.36,850.84,699.73,0,0,0,0,manual
2533,3,motorcycle,1328.46,511.73,1354.36,546.69,0,0,0,0,manual
2533,4,motorcycle,828.25,667.13,850.27,699.5,0,0,0,0,manual
2534,3,motorcycle,1330.84,511.82,1356.74,546.78,0,0,0,0,manual
2534,4,motorcycle,827.68,666.91,849.69,699.28,0,0,0,0,manual
2535,3,motorcycle,1333.21,511.9,1359.11,546.86,0,0,0,0,manual
2535,4,motorcycle,827.11,666.68,849.12,699.05,0,0,0,0,manual
2536,3,motorcycle,1335.58,511.99,1361.48,546.95,0,0,0,0,manual
2536,4,motorcycle,826.54,666.45,848.55,698.83,0,0,0,0,manual
2537,3,motorcycle,1337.96,512.07,1363.86,547.03,0,0,0,0,manual
2537,4,motorcycle,825.96,666.23,847.98,698.6,0,0,0,0,manual
2538,3,motorcycle,1340.33,512.16,1366.23,547.12,0,0,0,0,manual
2538,4,motorcycle,825.39,666.0,847.4,698.37,0,0,0,0,manual
2539,3,motorcycle,1342.71,512.25,1368.61,547.21,0,0,0,0,manual
2539,4,motorcycle,824.82,665.77,846.83,698.15,0,0,0,0,manual
2540,3,motorcycle,1345.08,512.33,1370.98,547.29,0,0,0,0,manual
2540,4,motorcycle,824.25,665.55,846.26,697.92,0,0,0,0,manual
2541,3,motorcycle,1347.45,512.42,1373.35,547.38,0,0,0,0,manual
2541,4,motorcycle,823.67,665.32,845.69,697.69,0,0,0,0,manual
2542,3,motorcycle,1349.83,512.51,1375.73,547.47,0,0,0,0,manual
2542,4,motorcycle,823.1,665.09,845.11,697.47,0,0,0,0,manual
2543,3,motorcycle,1352.2,512.59,1378.1,547.55,0,0,0,0,manual
2543,4,motorcycle,822.53,664.87,844.54,697.24,0,0,0,0,manual
2544,3,motorcycle,1354.58,512.68,1380.48,547.64,0,0,0,0,manual
2544,4,motorcycle,821.96,664.64,843.97,697.01,0,0,0,0,manual
2545,3,motorcycle,1356.95,512.76,1382.85,547.72,0,0,0,0,manual
2545,4,motorcycle,821.38,664.41,843.4,696.79,0,0,0,0,manual
2546,3,motorcycle,1359.32,512.85,1385.22,547.81,0,0,0,0,manual
2546,4,motorcycle,820.81,664.19,842.82,696.56,0,0,0,0,manual
2547,3,motorcycle,1361.7,512.94,1387.6,547.9,0,0,0,0,manual
2547,4,motorcycle,820.24,663.96,842.25,696.33,0,0,0,0,manual
2548,3,motorcycle,1364.07,513.02,1389.97,547.98,0,0,0,0,manual
2548,4,motorcycle,819.67,663.73,841.68,696.11,0,0,0,0,manual
2549,3,motorcycle,1366.45,513.11,1392.35,548.07,0,0,0,0,manual
2549,4,motorcycle,819.09,663.51,841.11,695.88,0,0,0,0,manual
2550,3,motorcycle,1368.82,513.2,1394.72,548.16,0,0,0,0,manual
2550,4,motorcycle,818.52,663.28,840.53,695.65,0,0,0,0,manual
2551,3,motorcycle,1371.19,513.28,1397.09,548.24,0,0,0,0,manual
2551,4,motorcycle,817.95,663.05,839.96,695.43,0,0,0,0,manual
2552,3,motorcycle,1373.57,513.37,1399.47,548.33,0,0,0,0,manual
2552,4,motorcycle,817.38,662.83,839.39,695.2,0,0,0,0,manual
2553,3,motorcycle,1375.94,513.46,1401.84,548.42,0,0,0,0,manual
2553,4,motorcycle,816.8,662.6,838.82,694.97,0,0,0,0,manual
2554,3,motorcycle,1378.32,513.54,1404.22,548.5,0,0,0,0,manual
2554,4,motorcycle,816.23,662.37,838.24,694.75,0,0,0,0,manual
2555,3,motorcycle,1380.69,513.63,1406.59,548.59,0,0,0,0,manual
2555,4,motorcycle,815.66,662.15,837.67,694.52,0,0,0,0,manual
2556,3,motorcycle,1383.06,513.71,1408.96,548.67,0,0,0,0,manual
2556,4,motorcycle,815.09,661.92,837.1,694.29,0,0,0,0,manual
2557,3,motorcycle,1385.44,513.8,1411.34,548.76,0,0,0,0,manual
2557,4,motorcycle,814.51,661.69,836.53,694.07,0,0,0,0,manual
2558,3,motorcycle,1387.81,513.89,1413.71,548.85,0,0,0,0,manual
2558,4,motorcycle,813.94,661.47,835.95,693.84,0,0,0,0,manual
2559,3,motorcycle,1390.19,513.97,1416.09,548.93,0,0,0,0,manual
2559,4,motorcycle,813.37,661.24,835.38,693.61,0,0,0,0,manual
2560,3,motorcycle,1392.56,514.06,1418.46,549.02,0,0,1,0,manual
2560,4,motorcycle,812.8,661.01,834.81,693.39,0,0,0,0,manual
2561,3,motorcycle,1395.02,514.0,1420.92,548.96,0,0,0,0,manual
2561,4,motorcycle,812.22,660.79,834.24,693.16,0,0,0,0,manual
2562,3,motorcycle,1397.48,513.93,1423.38,548.89,0,0,0,0,manual
2562,4,motorcycle,811.65,660.56,833.66,692.93,0,0,0,0,manual
2563,3,motorcycle,1399.94,513.87,1425.84,548.83,0,0,0,0,manual
2563,4,motorcycle,811.08,660.33,833.09,692.71,0,0,0,0,manual
2564,3,motorcycle,1402.4,513.8,1428.3,548.76,0,0,0,0,manual
2564,4,motorcycle,810.51,660.11,832.52,692.48,0,0,0,0,manual
2565,3,motorcycle,1404.86,513.74,1430.76,548.7,0,0,0,0,manual
2565,4,motorcycle,809.93,659.88,831.95,692.25,0,0,0,0,manual
2566,3,motorcycle,1407.32,513.67,1433.22,548.63,0,0,0,0,manual
2566,4,motorcycle,809.36,659.65,831.37,692.03,0,0,0,0,manual
2567,3,motorcycle,1409.78,513.61,1435.68,548.57,0,0,0,0,manual
2567,4,motorcycle,808.79,659.43,830.8,691.8,0,0,0,0,manual
2568,3,motorcycle,1412.24,513.54,1438.14,548.5,0,0,0,0,manual
2568,4,motorcycle,808.22,659.2,830.23,691.57,0,0,0,0,manual
2569,3,motorcycle,1414.7,513.48,1440.6,548.44,0,0,0,0,manual
2569,4,motorcycle,807.64,658.97,829.66,691.35,0,0,0,0,manual
2570,3,motorcycle,1417.16,513.41,1443.07,548.37,0,0,0,0,manual
2570,4,motorcycle,807.07,658.75,829.08,691.12,0,0,0,0,manual
2571,3,motorcycle,1419.63,513.35,1445.53,548.31,0,0,0,0,manual
2571,4,motorcycle,806.5,658.52,828.51,690.89,0,0,0,0,manual
2572,3,motorcycle,1422.09,513.28,1447.99,548.24,0,0,0,0,manual
2572,4,motorcycle,805.93,658.29,827.94,690.67,0,0,0,0,manual
2573,3,motorcycle,1424.55,513.22,1450.45,548.18,0,0,0,0,manual
2573,4,motorcycle,805.35,658.07,827.37,690.44,0,0,0,0,manual
2574,3,motorcycle,1427.01,513.15,1452.91,548.11,0,0,0,0,manual
2574,4,motorcycle,804.78,657.84,826.79,690.21,0,0,0,0,manual
2575,3,motorcycle,1429.47,513.09,1455.37,548.05,0,0,0,0,manual
2575,4,motorcycle,804.21,657.61,826.22,689.99,0,0,0,0,manual
2576,3,motorcycle,1431.93,513.02,1457.83,547.98,0,0,0,0,manual
2576,4,motorcycle,803.64,657.39,825.65,689.76,0,0,0,0,manual
2577,3,motorcycle,1434.39,512.96,1460.29,547.92,0,0,0,0,manual
2577,4,motorcycle,803.06,657.16,825.08,689.53,0,0,0,0,manual
2578,3,motorcycle,1436.85,512.89,1462.75,547.85,0,0,0,0,manual
2578,4,motorcycle,802.49,656.93,824.5,689.31,0,0,0,0,manual
2579,3,motorcycle,1439.31,512.83,1465.21,547.79,0,0,0,0,manual
2579,4,motorcycle,801.92,656.71,823.93,689.08,0,0,0,0,manual
2580,3,motorcycle,1441.77,512.76,1467.67,547.72,0,0,0,0,manual
2580,4,motorcycle,801.35,656.48,823.36,688.85,0,0,0,0,manual
2581,3,motorcycle,1444.23,512.7,1470.13,547.66,0,0,0,0,manual
2581,4,motorcycle,800.77,656.25,822.79,688.63,0,0,0,0,manual
2582,3,motorcycle,1446.69,512.64,1472.59,547.6,0,0,0,0,manual
2582,4,motorcycle,800.2,656.03,822.21,688.4,0,0,0,0,manual
2583,3,motorcycle,1449.15,512.57,1475.05,547.53,0,0,0,0,manual
2583,4,motorcycle,799.63,655.8,821.64,688.17,0,0,0,0,manual
2584,3,motorcycle,1451.61,512.51,1477.51,547.47,0,0,0,0,manual
2584,4,motorcycle,799.06,655.57,821.07,687.95,0,0,0,0,manual
2585,3,motorcycle,1454.07,512.44,1479.97,547.4,0,0,0,0,manual
2585,4,motorcycle,798.48,655.35,820.5,687.72,0,0,0,0,manual
2586,3,motorcycle,1456.53,512.38,1482.43,547.34,0,0,0,0,manual
2586,4,motorcycle,797.91,655.12,819.92,687.5,0,0,0,0,manual
2587,3,motorcycle,1458.99,512.31,1484.89,547.27,0,0,0,0,manual
2587,4,motorcycle,797.34,654.89,819.35,687.27,0,0,0,0,manual
2588,3,motorcycle,1461.45,512.25,1487.35,547.21,0,0,0,0,manual
2588,4,motorcycle,796.77,654.67,818.78,687.04,0,0,0,0,manual
2589,3,motorcycle,1463.91,512.18,1489.81,547.14,0,0,0,0,manual
2589,4,motorcycle,796.19,654.44,818.21,686.82,0,0,0,0,manual
2590,3,motorcycle,1466.38,512.12,1492.28,547.08,0,0,0,0,manual
2590,4,motorcycle,795.62,654.21,817.63,686.59,0,0,0,0,manual
2591,3,motorcycle,1468.84,512.05,1494.74,547.01,0,0,0,0,manual
2591,4,motorcycle,795.05,653.99,817.06,686.36,0,0,0,0,manual
2592,3,motorcycle,1471.3,511.99,1497.2,546.95,0,0,0,0,manual
2592,4,motorcycle,794.48,653.76,816.49,686.14,0,0,0,0,manual
