frame,track_id,class_name,xtl,ytl,xbr,ybr,is_dangerous,sample_weight
6735,2294,person,1236.95,599.05,1250.9,625.94,1,3.0
6735,816,person,1264.81,606.6,1277.35,636.68,0,1.0
6767,2294,person,1224.98,603.48,1238.91,627.62,1,3.0
6767,2298,person,1248.98,610.05,1261.67,631.77,0,1.0
6743,2295,person,1044.29,703.16,1056.13,734.48,1,3.0
6743,2023,car,1121.43,685.06,1150.75,741.58,0,1.0
6744,2295,person,1045.37,704.13,1056.49,734.51,1,3.0
6744,2248,car,1121.35,684.93,1150.68,742.01,0,1.0
6940,2298,person,1248.5,611.6,1262.04,632.7,1,3.0
6940,816,person,1263.96,608.14,1276.74,637.85,0,1.0
6786,2299,motorcycle,1406.16,495.1,1435.48,514.1,1,3.0
6786,2249,motorcycle,1433.65,590.42,1457.63,609.34,0,1.0
6959,2323,car,1053.71,643.43,1084.32,688.92,1,3.0
6959,2248,car,1119.83,685.25,1149.6,742.51,0,1.0
6984,2336,car,1151.75,623.33,1175.68,655.45,1,3.0
6984,2375,person,1218.39,591.01,1230.17,614.62,0,1.0
7355,2336,car,1149.42,628.08,1177.44,670.69,1,3.0
7355,2399,motorcycle,1111.8,584.1,1136.54,611.93,0,1.0
7174,2336,car,1152.56,625.49,1178.92,663.43,1,3.0
7174,2406,motorcycle,1190.21,672.02,1210.85,693.52,0,1.0
7149,2336,car,1153.42,625.43,1177.75,660.29,1,3.0
7149,2420,motorcycle,1187.42,635.38,1207.36,654.62,0,1.0
8006,2336,car,1153.25,614.77,1175.96,650.0,1,3.0
8006,2423,car,1113.8,577.52,1152.07,614.88,0,1.0
7073,2367,motorcycle,1472.83,474.89,1496.42,498.6,1,3.0
7073,2406,motorcycle,1468.05,591.96,1488.04,614.96,0,1.0
7022,2393,person,1386.14,471.91,1397.81,494.95,1,3.0
7022,2367,motorcycle,1404.13,485.25,1428.72,510.54,0,1.0
7041,2394,person,1158.1,667.21,1169.9,689.44,1,3.0
7041,2022,motorcycle,1170.33,685.42,1195.51,703.83,0,1.0
7016,2394,person,1163.41,654.13,1175.52,682.44,1,3.0
7016,2336,car,1152.52,623.13,1176.44,652.28,0,1.0
7052,2399,motorcycle,1244.09,583.93,1267.12,606.57,1,3.0
7052,816,person,1264.2,609.03,1277.38,638.48,0,1.0
7248,2399,motorcycle,1151.31,574.63,1174.06,595.62,1,3.0
7248,2022,motorcycle,1216.1,639.55,1233.17,660.68,0,1.0
7396,2399,motorcycle,1053.03,652.68,1069.56,680.57,1,3.0
7396,2248,car,1120.48,691.22,1149.93,750.24,0,1.0
7471,2399,motorcycle,1066.01,639.37,1081.19,666.29,1,3.0
7471,2336,car,1152.82,626.91,1178.92,665.33,0,1.0
7118,2399,motorcycle,1234.04,609.84,1248.22,636.64,1,3.0
7118,2407,motorcycle,1251.36,585.78,1272.49,606.47,0,1.0
7395,2399,motorcycle,1053.33,652.12,1069.96,679.53,1,3.0
7395,2412,motorcycle,1158.12,727.9,1178.23,756.18,0,1.0
7132,2399,motorcycle,1235.9,615.49,1250.29,641.99,1,3.0
7132,2420,motorcycle,1201.93,560.43,1226.19,583.0,0,1.0
7282,2399,motorcycle,1138.56,571.23,1161.09,593.97,1,3.0
7282,2423,car,1157.16,591.98,1194.58,627.6,0,1.0
7231,2399,motorcycle,1255.28,605.95,1269.87,621.65,1,3.0
7231,2442,person,1265.72,613.29,1277.55,642.8,0,1.0
7617,2399,motorcycle,1079.0,728.84,1092.02,751.02,1,3.0
7617,2615,car,1100.64,731.42,1126.27,777.26,0,1.0
7642,2399,motorcycle,1068.07,716.4,1083.55,749.05,1,3.0
7642,2617,car,1100.49,730.97,1126.25,777.03,0,1.0
7853,2399,motorcycle,1096.25,602.35,1115.98,626.98,1,3.0
7853,2625,car,1132.33,626.05,1156.13,673.3,0,1.0
7837,2399,motorcycle,1053.63,651.19,1073.75,676.01,1,3.0
7837,2693,car,1125.33,682.7,1154.56,739.63,0,1.0
7211,2406,motorcycle,1175.21,697.71,1196.66,717.89,1,3.0
7211,2022,motorcycle,1171.93,689.73,1196.38,708.77,0,1.0
7149,2406,motorcycle,1188.9,672.68,1209.76,694.43,1,3.0
7149,2336,car,1153.42,625.43,1177.75,660.29,0,1.0
7139,2406,motorcycle,1243.58,618.49,1261.6,642.45,1,3.0
7139,2399,motorcycle,1259.54,601.28,1273.56,620.84,0,1.0
7140,2406,motorcycle,1216.84,634.8,1234.52,656.95,1,3.0
7140,2407,motorcycle,1222.18,594.14,1242.7,614.76,0,1.0
7138,2406,motorcycle,1280.55,612.06,1300.29,632.94,1,3.0
7138,2412,motorcycle,1287.93,571.81,1316.29,594.87,0,1.0
7141,2406,motorcycle,1191.15,663.78,1210.62,686.14,1,3.0
7141,2420,motorcycle,1187.04,637.67,1206.36,655.84,0,1.0
7415,2406,motorcycle,1201.42,653.19,1221.91,673.79,1,3.0
7415,2423,car,1156.38,590.76,1194.01,625.78,0,1.0
7131,2406,motorcycle,1422.98,567.2,1450.21,588.46,1,3.0
7131,2435,person,1435.49,475.43,1448.15,495.77,0,1.0
7212,2406,motorcycle,1169.76,706.78,1191.82,726.17,1,3.0
7212,2468,car,1129.86,634.5,1155.51,681.13,0,1.0
7425,2406,motorcycle,1391.07,572.74,1412.26,594.9,1,3.0
7425,2493,motorcycle,1434.36,595.18,1458.1,613.95,0,1.0
7175,2407,motorcycle,1200.58,569.11,1221.75,590.49,1,3.0
7175,2399,motorcycle,1239.01,622.26,1254.3,646.64,0,1.0
7139,2407,motorcycle,1223.45,594.96,1242.38,614.24,1,3.0
7139,2406,motorcycle,1243.58,618.49,1261.6,642.45,0,1.0
7181,2407,motorcycle,1158.92,562.46,1184.03,581.24,1,3.0
7181,2412,motorcycle,1238.63,619.54,1256.54,645.34,0,1.0
7118,2407,motorcycle,1251.36,585.78,1272.49,606.47,1,3.0
7118,2420,motorcycle,1241.98,567.66,1265.11,587.94,0,1.0
7176,2407,motorcycle,1201.78,566.37,1222.73,587.29,1,3.0
7176,2442,person,1265.32,611.15,1278.86,641.36,0,1.0
7379,2412,motorcycle,1155.29,730.68,1175.49,757.29,1,3.0
7379,2248,car,1119.83,692.1,1149.37,750.71,0,1.0
7369,2412,motorcycle,1186.64,676.04,1206.76,697.18,1,3.0
7369,2336,car,1150.03,628.73,1177.29,673.71,0,1.0
7176,2412,motorcycle,1248.46,570.18,1276.03,593.59,1,3.0
7176,2399,motorcycle,1285.33,609.17,1305.8,631.86,0,1.0
7137,2412,motorcycle,1289.35,571.69,1317.8,595.03,1,3.0
7137,2406,motorcycle,1301.7,600.31,1328.07,622.31,0,1.0
7362,2412,motorcycle,1204.45,654.86,1222.15,675.47,1,3.0
7362,2423,car,1155.32,592.96,1192.39,627.58,0,1.0
7180,2412,motorcycle,1240.35,606.63,1260.76,631.78,1,3.0
7180,2442,person,1265.49,610.96,1278.68,641.38,0,1.0
7353,2412,motorcycle,1306.31,606.02,1329.24,627.65,1,3.0
7353,2450,car,1325.4,494.44,1397.58,532.42,0,1.0
7416,2412,motorcycle,1100.69,799.79,1116.46,819.56,1,3.0
7416,2481,car,1070.85,763.81,1101.17,823.43,0,1.0
7357,2412,motorcycle,1305.51,606.21,1327.94,627.89,1,3.0
7357,2485,motorcycle,1351.15,476.11,1373.06,497.49,0,1.0
7415,2412,motorcycle,1113.89,788.98,1138.18,814.7,1,3.0
7415,2509,car,1099.23,731.65,1124.86,777.36,0,1.0
7227,2419,car,1110.12,827.47,1135.91,873.87,1,3.0
7227,2425,motorcycle,1153.96,788.74,1174.95,804.47,0,1.0
7229,2420,motorcycle,1255.52,568.85,1281.53,592.84,1,3.0
7229,2399,motorcycle,1304.94,588.08,1327.66,614.71,0,1.0
7117,2420,motorcycle,1242.95,567.8,1266.2,588.11,1,3.0
7117,2407,motorcycle,1253.16,585.51,1273.7,604.98,0,1.0
7214,2420,motorcycle,1217.28,638.92,1235.61,661.52,1,3.0
7214,2412,motorcycle,1239.3,621.02,1256.65,647.81,0,1.0
7134,2420,motorcycle,1187.22,633.4,1207.15,652.42,1,3.0
7134,2423,car,1157.07,591.04,1192.99,624.97,0,1.0
7218,2420,motorcycle,1257.28,604.17,1270.47,620.05,1,3.0
7218,2442,person,1265.93,612.3,1277.96,642.71,0,1.0
8007,2423,car,1113.13,578.35,1150.56,615.08,1,3.0
8007,2336,car,1153.4,614.71,1175.97,648.58,0,1.0
7132,2423,car,1157.12,590.12,1193.89,625.1,1,3.0
7132,2399,motorcycle,1235.9,615.49,1250.29,641.99,0,1.0
7170,2423,car,1159.46,589.81,1203.41,626.68,1,3.0
7170,2407,motorcycle,1185.46,605.59,1205.58,629.36,0,1.0
7199,2423,car,1157.56,585.93,1196.86,623.03,1,3.0
7199,2412,motorcycle,1217.01,637.83,1234.62,660.51,0,1.0
7758,2423,car,1154.82,584.62,1193.91,624.11,1,3.0
7758,2628,person,1264.16,609.41,1276.57,639.29,0,1.0
7115,2425,motorcycle,1076.79,680.53,1089.08,707.33,1,3.0
7115,2248,car,1121.29,688.12,1151.58,746.88,0,1.0
7326,2425,motorcycle,1102.99,594.59,1124.48,619.72,1,3.0
7326,2336,car,1153.17,628.14,1177.54,664.72,0,1.0
7228,2425,motorcycle,1156.18,767.29,1178.14,782.3,1,3.0
7228,2446,car,1153.86,755.88,1176.27,770.71,0,1.0
7178,2425,motorcycle,1075.36,769.07,1087.17,795.87,1,3.0
7178,2447,car,1091.16,769.26,1114.4,814.62,0,1.0
7208,2425,motorcycle,1086.37,750.88,1098.86,775.09,1,3.0
7208,2467,car,1100.14,731.67,1125.45,778.43,0,1.0
7263,2425,motorcycle,1043.3,674.24,1056.63,701.48,1,3.0
7263,2481,car,1055.97,653.74,1084.83,711.04,0,1.0
7107,2431,car,1146.2,550.35,1184.86,583.02,1,3.0
7107,2399,motorcycle,1232.7,603.14,1248.25,627.83,0,1.0
7148,2442,person,1265.46,611.44,1277.64,641.05,1,3.0
7148,2412,motorcycle,1275.84,570.51,1304.2,593.02,0,1.0
7154,2447,car,1087.86,753.39,1111.62,799.0,1,3.0
7154,2425,motorcycle,1079.02,691.2,1093.75,723.01,0,1.0
7202,2447,car,1094.04,784.56,1116.45,829.83,1,3.0
7202,2467,car,1100.09,731.58,1126.19,777.5,0,1.0
7355,2450,car,1329.27,494.61,1401.71,532.28,1,3.0
7355,2485,motorcycle,1351.14,476.3,1373.44,497.62,0,1.0
7378,2450,car,1371.72,493.04,1446.21,539.85,1,3.0
7378,2486,motorcycle,1395.86,478.45,1423.62,498.01,0,1.0
7385,2450,car,1387.78,490.02,1460.67,535.28,1,3.0
7385,2493,motorcycle,1433.4,597.89,1457.35,616.32,0,1.0
7418,2450,car,1457.7,480.61,1529.65,518.27,1,3.0
7418,2495,motorcycle,1468.55,591.75,1491.12,617.21,0,1.0
7358,2450,car,1334.7,495.21,1407.29,532.98,1,3.0
7358,2516,person,1387.51,480.04,1398.8,496.15,0,1.0
7180,2455,car,1135.62,576.61,1173.17,609.13,1,3.0
7180,2420,motorcycle,1187.82,637.17,1206.74,655.09,0,1.0
7172,2455,car,1140.93,576.25,1178.16,607.93,1,3.0
7172,2423,car,1159.43,589.84,1203.64,627.72,0,1.0
7235,2467,car,1099.86,734.87,1122.68,779.19,1,3.0
7235,2248,car,1121.7,690.07,1151.8,748.54,0,1.0
7376,2470,motorcycle,1058.88,686.08,1066.31,702.89,1,3.0
7376,2248,car,1119.87,692.03,1149.44,750.64,0,1.0
7251,2481,car,1056.03,643.72,1083.29,699.83,1,3.0
7251,2248,car,1121.34,690.87,1150.9,749.26,0,1.0
7452,2481,car,1078.99,786.16,1105.38,832.33,1,3.0
7452,2399,motorcycle,1059.71,720.14,1072.67,750.76,0,1.0
7239,2481,car,1055.72,636.02,1083.58,691.66,1,3.0
7239,2406,motorcycle,1160.03,727.47,1182.12,749.02,0,1.0
7415,2481,car,1070.7,763.17,1101.17,821.71,1,3.0
7415,2412,motorcycle,1113.89,788.98,1138.18,814.7,0,1.0
7338,2481,car,1062.36,708.99,1092.83,767.64,1,3.0
7338,2509,car,1097.61,733.56,1125.93,779.59,0,1.0
7474,2481,car,1078.46,802.24,1106.28,856.43,1,3.0
7474,2579,car,1099.8,732.79,1126.01,776.15,0,1.0
7228,2482,person,1090.34,858.95,1101.54,879.35,1,3.0
7228,2447,car,1094.78,801.53,1115.68,846.39,0,1.0
7295,2485,motorcycle,1354.07,471.58,1376.02,496.9,1,3.0
7295,2493,motorcycle,1434.9,596.05,1458.59,615.81,0,1.0
7353,2485,motorcycle,1352.37,475.48,1373.83,495.12,1,3.0
7353,2516,person,1388.92,479.41,1401.26,497.55,0,1.0
7378,2486,motorcycle,1395.86,478.45,1423.62,498.01,1,3.0
7378,2493,motorcycle,1433.32,598.08,1457.06,616.3,0,1.0
7419,2495,motorcycle,1468.54,593.16,1489.73,617.21,1,3.0
7419,2450,car,1458.58,482.36,1531.78,517.85,0,1.0
7363,2509,car,1097.92,733.26,1124.69,780.26,1,3.0
7363,2248,car,1120.12,692.22,1149.91,750.15,0,1.0
7349,2516,person,1391.6,477.62,1403.99,499.98,1,3.0
7349,2493,motorcycle,1433.47,597.56,1457.62,616.88,0,1.0
7373,2520,car,1363.15,482.98,1436.48,532.97,1,3.0
7373,2493,motorcycle,1433.33,597.95,1457.18,616.63,0,1.0
7359,2520,car,1336.11,493.75,1409.83,528.6,1,3.0
7359,2516,person,1387.2,480.02,1398.54,496.33,0,1.0
7721,2538,car,1023.22,663.12,1066.78,717.77,1,3.0
7721,2248,car,1121.04,688.53,1150.56,745.94,0,1.0
7760,2538,car,1052.1,712.35,1092.13,769.53,1,3.0
7760,2617,car,1098.77,729.45,1124.87,775.35,0,1.0
7819,2538,car,1088.07,814.8,1117.92,871.71,1,3.0
7819,2626,car,985.76,779.07,1019.06,838.4,0,1.0
7394,2543,person,1369.04,482.98,1381.14,504.21,1,3.0
7394,2493,motorcycle,1433.45,596.75,1457.45,615.78,0,1.0
7438,2564,motorcycle,1370.65,490.06,1396.61,515.27,1,3.0
7438,2406,motorcycle,1390.84,582.3,1405.23,596.92,0,1.0
7456,2564,motorcycle,1420.83,490.76,1444.08,510.83,1,3.0
7456,2493,motorcycle,1434.78,595.79,1458.31,613.89,0,1.0
7459,2564,motorcycle,1428.91,491.29,1451.98,511.3,1,3.0
7459,2495,motorcycle,1469.34,594.41,1490.49,617.21,0,1.0
7684,2574,car,968.35,815.49,1007.64,874.79,1,3.0
7684,2399,motorcycle,1092.93,832.03,1106.32,858.38,0,1.0
7558,2574,car,1013.6,912.57,1046.57,966.98,1,3.0
7558,2583,car,967.9,846.08,993.64,890.24,0,1.0
7500,2579,car,1099.87,733.02,1126.02,770.34,1,3.0
7500,2248,car,1121.31,690.77,1150.93,749.18,0,1.0
7502,2579,car,1099.85,733.05,1125.84,767.25,1,3.0
7502,2399,motorcycle,1061.07,657.39,1074.69,684.57,0,1.0
7519,2583,car,983.05,874.5,1007.55,924.32,1,3.0
7519,2481,car,1085.16,848.85,1109.3,881.42,0,1.0
7549,2602,person,1336.37,595.18,1350.72,619.45,1,3.0
7549,2595,person,1316.46,480.76,1331.04,502.75,0,1.0
7898,2617,car,1105.17,722.99,1130.21,763.41,1,3.0
7898,2694,car,1099.11,682.89,1120.78,715.33,0,1.0
7595,2620,car,1091.04,967.79,1119.54,1016.55,1,3.0
7595,2574,car,1004.46,888.0,1040.29,949.44,0,1.0
7610,2620,car,1090.46,994.91,1120.49,1053.63,1,3.0
7610,2626,car,1042.17,1007.1,1073.97,1061.59,0,1.0
7604,2620,car,1091.5,984.81,1119.43,1032.04,1,3.0
7604,2707,car,1026.07,950.26,1056.95,1005.43,0,1.0
7819,2625,car,1134.77,625.39,1155.84,660.89,1,3.0
7819,2336,car,1152.8,618.47,1177.37,663.25,0,1.0
7817,2626,car,986.19,783.78,1018.94,841.12,1,3.0
7817,2538,car,1086.32,811.46,1116.97,869.14,0,1.0
7840,2626,car,982.27,749.93,1019.63,805.9,1,3.0
7840,2617,car,1103.74,724.37,1129.28,770.6,0,1.0
7609,2626,car,1042.56,1007.79,1073.9,1063.37,1,3.0
7609,2620,car,1090.69,992.88,1119.99,1050.49,0,1.0
7616,2626,car,1042.57,1002.84,1071.74,1055.89,1,3.0
7616,2707,car,1027.99,943.89,1053.77,997.99,0,1.0
7675,2650,bus,1033.14,966.01,1062.87,1024.34,1,3.0
7675,2707,car,1007.66,896.91,1038.68,950.78,0,1.0
7677,2653,motorcycle,1232.03,579.2,1253.67,599.88,1,3.0
7677,2628,person,1266.03,611.17,1277.05,639.5,0,1.0
7706,2659,car,1001.74,960.39,1026.15,999.89,1,3.0
7706,2626,car,1026.95,940.2,1056.41,998.16,0,1.0
7890,2666,car,1045.57,688.61,1080.57,732.18,1,3.0
7890,2694,car,1099.13,682.76,1121.12,718.12,0,1.0
7914,2666,car,1054.46,698.28,1085.43,743.68,1,3.0
7914,2710,car,1103.06,723.68,1129.72,767.34,0,1.0
7779,2683,car,973.24,859.87,1004.88,923.85,1,3.0
7779,2626,car,999.31,844.78,1031.25,902.98,0,1.0
7984,2694,car,1099.85,681.15,1119.63,715.23,1,3.0
7984,2248,car,1123.57,679.68,1153.84,736.0,0,1.0
7846,2694,car,1098.75,683.41,1121.67,720.67,1,3.0
7846,2399,motorcycle,1061.76,659.63,1080.95,684.55,0,1.0
8264,2694,car,1100.87,679.51,1122.92,714.49,1,3.0
8264,2693,car,1126.46,678.63,1156.94,737.38,0,1.0
8401,2694,car,1098.27,679.82,1120.85,714.89,1,3.0
8401,2786,car,1053.96,638.92,1079.12,685.97,0,1.0
8864,2694,car,1099.57,680.5,1121.59,717.38,1,3.0
8864,2795,car,1125.11,680.14,1154.88,737.07,0,1.0
8630,2694,car,1098.48,681.88,1122.45,715.94,1,3.0
8630,2939,car,1061.06,638.97,1089.19,682.89,0,1.0
8953,2694,car,1097.72,679.93,1119.6,714.78,1,3.0
8953,3039,car,1057.53,635.01,1086.96,681.25,0,1.0
7857,2701,car,1001.29,866.75,1028.89,915.43,1,3.0
7857,2538,car,1085.98,869.35,1123.09,927.38,0,1.0
7757,2707,car,976.62,791.85,1007.11,845.76,1,3.0
7757,2399,motorcycle,1072.56,798.83,1086.07,826.88,0,1.0
7695,2707,car,1000.84,874.42,1032.53,928.85,1,3.0
7695,2574,car,963.63,806.16,1003.15,870.03,0,1.0
7899,2710,car,1106.29,722.71,1130.08,756.11,1,3.0
7899,2694,car,1099.19,682.85,1120.74,715.2,0,1.0
7873,2722,car,1038.64,955.95,1059.71,1004.07,1,3.0
7873,2715,person,989.57,973.74,998.91,995.24,0,1.0
8097,2757,car,1103.69,948.63,1143.13,1012.84,1,3.0
8097,2791,car,1158.45,902.07,1202.88,939.5,0,1.0
8184,2770,car,1034.71,658.82,1067.11,704.33,1,3.0
8184,2694,car,1096.03,681.3,1122.51,727.44,0,1.0
8218,2770,car,1065.37,697.92,1093.13,743.38,1,3.0
8218,2797,car,1105.26,721.02,1131.79,767.56,0,1.0
8403,2786,car,1054.63,640.94,1079.74,687.49,1,3.0
8403,2693,car,1124.94,678.18,1154.49,735.34,0,1.0
8405,2786,car,1055.43,642.66,1080.34,689.04,1,3.0
8405,2694,car,1098.91,679.84,1120.7,713.42,0,1.0
8399,2786,car,1053.26,636.82,1078.73,684.2,1,3.0
8399,2795,car,1125.11,678.23,1154.69,734.03,0,1.0
8461,2786,car,1071.21,691.86,1096.64,736.72,1,3.0
8461,2880,car,1105.76,720.26,1130.51,751.65,0,1.0
8131,2789,car,990.44,870.94,1014.42,919.93,1,3.0
8131,2798,car,994.03,809.45,1024.38,859.2,0,1.0
8216,2791,car,1120.23,917.53,1157.83,960.0,1,3.0
8216,2666,car,1124.42,860.57,1152.79,906.7,0,1.0
8177,2797,car,1107.31,720.57,1131.98,756.51,1,3.0
8177,2694,car,1096.69,681.49,1122.67,726.01,0,1.0
8184,2797,car,1105.65,721.45,1131.87,765.93,1,3.0
8184,2770,car,1034.71,658.82,1067.11,704.33,0,1.0
8179,2802,car,1107.25,720.67,1131.86,754.95,1,3.0
8179,2694,car,1096.44,681.47,1122.62,726.13,0,1.0
8137,2808,car,1110.07,649.37,1134.83,691.79,1,3.0
8137,2336,car,1153.16,614.67,1177.26,661.18,0,1.0
8285,2838,car,1345.15,474.11,1396.44,505.63,1,3.0
8285,2833,car,1430.93,468.88,1469.6,499.85,0,1.0
8338,2840,motorcycle,1393.45,471.42,1419.21,495.38,1,3.0
8338,2838,car,1443.12,465.59,1492.8,495.24,0,1.0
8301,2847,car,1077.22,677.68,1095.9,713.46,1,3.0
8301,2694,car,1100.05,679.13,1122.01,712.59,0,1.0
8331,2847,car,1079.4,700.06,1100.51,742.69,1,3.0
8331,2797,car,1106.52,718.53,1131.41,759.74,0,1.0
8698,2880,car,1106.57,723.18,1131.84,756.03,1,3.0
8698,2694,car,1097.92,682.04,1122.5,720.84,0,1.0
8462,2880,car,1103.54,720.68,1130.29,757.59,1,3.0
8462,2786,car,1071.41,692.54,1096.79,737.97,0,1.0
8565,2924,car,1096.81,775.94,1116.55,809.26,1,3.0
8565,2880,car,1104.2,721.53,1130.55,768.12,0,1.0
8564,2924,car,1096.97,775.15,1116.03,808.42,1,3.0
8564,2925,car,1104.34,721.76,1130.53,767.74,0,1.0
8844,2939,car,1059.81,636.77,1088.84,677.25,1,3.0
8844,2693,car,1125.34,680.2,1155.07,736.7,0,1.0
8688,2969,car,1007.02,920.71,1032.42,969.85,1,3.0
8688,2962,car,991.51,877.44,1023.95,922.24,0,1.0
8705,2977,person,1234.18,599.2,1247.14,621.74,1,3.0
8705,2956,person,1267.74,599.6,1280.68,628.95,0,1.0
8709,2978,car,1394.06,536.68,1431.88,562.33,1,3.0
8709,2916,car,1353.83,459.25,1485.79,517.44,0,1.0
8784,2984,car,1233.91,558.0,1274.46,592.11,1,3.0
8784,2956,person,1267.34,599.56,1279.49,628.5,0,1.0
8745,2984,car,1311.06,546.58,1352.21,581.08,1,3.0
8745,2990,car,1353.66,491.05,1378.11,507.83,0,1.0
8836,3008,person,992.06,962.33,1002.07,987.71,1,3.0
8836,3007,car,996.19,888.96,1024.2,933.3,0,1.0
8840,3010,motorcycle,1482.29,474.46,1507.11,497.04,1,3.0
8840,3011,motorcycle,1470.11,575.38,1491.63,599.24,0,1.0
8844,3011,motorcycle,1445.66,576.88,1468.55,598.33,1,3.0
8844,3010,motorcycle,1487.68,474.24,1512.69,496.2,0,1.0
8854,3017,motorcycle,1364.37,490.85,1386.11,508.68,1,3.0
8854,3010,motorcycle,1436.13,482.94,1459.37,500.94,0,1.0
8847,3017,motorcycle,1401.74,488.23,1423.46,504.65,1,3.0
8847,3011,motorcycle,1433.61,577.61,1457.23,597.52,0,1.0
8884,3018,car,1118.85,590.37,1157.05,626.71,1,3.0
8884,3031,motorcycle,1163.99,557.62,1185.15,579.75,0,1.0
8870,3031,motorcycle,1201.81,566.04,1226.73,588.88,1,3.0
8870,2956,person,1266.06,598.58,1278.89,628.21,0,1.0
8887,3036,car,1040.66,677.34,1058.04,702.47,1,3.0
8887,2694,car,1093.22,681.53,1121.11,728.06,0,1.0
8899,3036,car,1054.43,699.93,1070.63,724.68,1,3.0
8899,2880,car,1102.98,721.89,1129.7,767.81,0,1.0
9027,3039,car,1054.04,633.93,1084.45,680.3,1,3.0
9027,2693,car,1121.25,677.73,1150.92,733.83,0,1.0
8943,3044,person,1170.12,661.42,1179.42,681.69,1,3.0
8943,3018,car,1108.66,590.67,1145.34,626.85,0,1.0
693,22,car,1101.71,708.88,1130.37,766.09,1,3.0
693,664,car,565.0,447.0,620.0,494.0,0,1.0
687,93,car,1009.72,669.06,1043.87,726.12,1,3.0
687,664,car,565.0,445.0,617.0,488.0,0,1.0
1833,324,car,1082.01,681.36,1112.52,725.78,1,3.0
1833,730,motorcycle,1072.95,589.97,1096.41,614.03,0,1.0
1928,790,motorcycle,1070.19,618.0,1088.42,639.88,1,3.0
1928,795,car,1113.71,922.38,1147.65,956.17,0,1.0
4241,1480,motorcycle,977.57,575.29,1003.23,611.98,1,3.0
4241,1538,car,1151.97,621.24,1181.08,668.87,0,1.0
4407,1480,motorcycle,1076.38,728.44,1092.22,756.31,1,3.0
4407,1592,car,1111.96,774.39,1134.86,808.31,0,1.0
6231,2139,motorcycle,1159.79,566.95,1181.48,588.75,1,3.0
6231,2140,car,1017.45,642.34,1045.69,688.02,0,1.0
7092,2399,motorcycle,1230.83,597.46,1250.04,623.6,1,3.0
7092,2423,car,1156.68,588.78,1193.59,624.49,0,1.0
7061,2406,motorcycle,1467.83,591.24,1489.29,614.39,1,3.0
7061,2407,motorcycle,1293.56,564.42,1317.1,588.05,0,1.0
7092,2407,motorcycle,1283.13,578.5,1305.63,602.22,1,3.0
7092,2423,car,1156.68,588.78,1193.59,624.49,0,1.0
8128,2789,car,991.67,873.6,1015.56,922.6,1,3.0
8128,2795,car,1125.67,679.35,1154.93,737.52,0,1.0
2764,1060,motorcycle,1231.87,572.95,1256.21,598.64,1,3.0
2764,816,person,1258.98,626.38,1270.4,656.73,0,1.0
2800,1080,car,1065.97,934.39,1088.68,983.5,1,3.0
2800,1037,car,1070.21,775.05,1094.28,820.1,0,1.0
2989,1123,car,1058.15,928.74,1090.67,985.68,1,3.0
2989,1118,car,998.02,993.82,1028.95,1057.56,0,1.0
3648,1319,bus,1073.02,916.83,1099.59,971.44,1,3.0
3648,1304,car,1099.16,780.6,1122.98,814.79,0,1.0
4518,1371,car,1073.24,762.12,1102.39,814.05,1,3.0
4518,1226,car,1124.55,687.75,1153.31,743.98,0,1.0
4507,1629,car,1093.29,922.9,1117.94,971.51,1,3.0
4507,1621,person,947.84,909.45,961.11,933.96,0,1.0
7866,2538,car,1095.26,876.1,1124.33,940.35,1,3.0
7866,2701,car,994.56,852.65,1021.57,902.28,0,1.0
8740,2984,car,1321.91,544.03,1365.62,577.53,1,3.0
8740,2956,person,1267.5,599.08,1279.54,628.38,0,1.0
450,62,car,835.29,799.25,872.95,840.1,0,1.0
450,154,car,880.86,946.94,915.17,982.07,0,1.0
450,75,motorcycle,725.9,462.59,749.22,494.47,0,1.0
450,232,person,761.22,513.01,775.13,546.32,0,1.0
450,82,car,569.24,470.33,633.11,518.09,0,1.0
450,221,car,598.86,405.75,631.77,446.97,0,1.0
450,135,car,621.43,698.99,672.33,759.58,0,1.0
450,185,person,725.96,637.63,738.47,663.72,0,1.0
450,144,car,630.73,125.01,655.33,188.93,0,1.0
450,164,car,649.55,83.5,680.46,125.13,0,1.0
450,148,car,1075.36,690.19,1107.05,736.32,0,1.0
450,153,car,1126.49,779.73,1148.27,794.6,0,1.0
450,149,car,779.06,473.59,818.74,510.45,0,1.0
450,232,person,761.22,513.01,775.13,546.32,0,1.0
450,150,car,643.95,185.61,666.25,226.04,0,1.0
450,144,car,630.73,125.01,655.33,188.93,0,1.0
450,164,car,649.55,83.5,680.46,125.13,0,1.0
450,165,car,641.13,40.18,670.98,81.64,0,1.0
450,165,car,641.13,40.18,670.98,81.64,0,1.0
450,196,car,683.8,151.79,706.09,180.66,0,1.0
450,168,car,600.12,356.65,640.09,412.9,0,1.0
450,221,car,598.86,405.75,631.77,446.97,0,1.0
450,172,car,624.7,232.18,647.69,270.84,0,1.0
450,150,car,643.95,185.61,666.25,226.04,0,1.0
450,185,person,725.96,637.63,738.47,663.72,0,1.0
450,212,person,766.13,665.21,778.5,699.83,0,1.0
450,196,car,683.8,151.79,706.09,180.66,0,1.0
450,164,car,649.55,83.5,680.46,125.13,0,1.0
450,205,person,1326.52,632.59,1337.6,655.83,0,1.0
450,224,person,1314.53,869.76,1325.31,897.86,0,1.0
450,211,person,803.65,731.06,812.84,754.36,0,1.0
